_title_norm,title,num_editions,edition_list
nanotechnology: an introduction,Nanotechnology: an introduction,1,['1st ed.']
mechanics of structure: theory,Mechanics of Structure: theory,1,['1st ed.']
mechanical engineering interviews,Mechanical Engineering Interviews,1,['1st ed.']
nentwork management: principle & practice,Nentwork Management: Principle & Practice,1,['3rd ed.']
nerual networks: a comprehensive foundation,Nerual Networks: A Comprehensive Foundation,1,['2nd ed.']
network securty essentials: applications and standards,Network Securty Essentials: Applications and Standards,1,['5th ed.']
measurement systems: applies design,Measurement Systems: Applies Design,1,['4th ed.']
"networks, lines and fields","Networks, Lines and Fields",1,['2nd ed.']
measurement systems: application and design,Measurement systems: application and design,1,['6th ed.']
measurement systems: application & design,Measurement Systems: application & design,1,['5th ed.']
measurement instrumentation and experiment .......,Measurement Instrumentation and Experiment .......,1,['2nd pri. ed.']
measurement instrumentation & sensors handbook,Measurement Instrumentation & Sensors Handbook,1,['2nd ed.']
measurement & instrumentation: trends & applications,Measurement & instrumentation: trends & applications,1,['1st ed.']
measurement & instrumentation trends & applications,Measurement & Instrumentation trends & applications,1,['1st ed.']
neural network fundamentals with graphs: algrorithms & applications,Neural Network Fundamentals with Graphs: Algrorithms & Applications,1,['1st ed.']
mcse windows 2000 ---- administration,MCSE Windows 2000 ---- Administration,1,['1st ed.']
neural network: a comprehensive foundation,Neural Network: A Comprehensive Foundation,1,['2nd ed.']
neural networking for pattern recognition,Neural networking for pattern recognition,1,['1st ed.']
mcse readings --- windows nt 4.0,MCSE Readings --- Windows NT 4.0,1,['1st ed.']
neural networks,Neural Networks,1,['6th ed.']
lowland,Lowland,1,['1st ed.']
neural networks & fuzzy suystems,Neural Networks & Fuzzy Suystems,1,['1st']
neural networks & fuzzy systems,Neural Networks & Fuzzy Systems,1,['1st ed.']
neural networks : a classroom approach,Neural networks : A classroom approach,1,['1st ed.']
neural networks and learning machines,Neural networks and learning machines,1,['3rd ed.']
networks,Networks,1,['2nd ed.']
network securty essentials,Network Securty Essentials,1,['4th rep.']
netaji subhash chandra bose,Netaji Subhash Chandra Bose,1,['1st ed.']
network security: private communication in a public world,Network Security: Private Communication in a Public World,1,['2nd']
mechanical engineering gate-2017,Mechanical engineering GATE-2017,1,['1st ed.']
mechanical engineering for gate,Mechanical engineering for gate,1,['1st ed.']
mechanical engineering,Mechanical Engineering,1,['5th']
network analysis and synthesis analysis,Network Analysis and Synthesis Analysis,1,['1st']
"network flows: theory, algorithms, and applications","Network flows: theory, algorithms, and applications",1,['1st ed.']
"learning with kernels: support vector machines, regularization, optimization, and beyond","Learning with kernels: support vector machines, regularization, optimization, and beyond",1,['1st ed.']
mechanical engg. interviews,Mechanical engg. interviews,1,['1st']
learning web design,Learning web design,1,['1st ed.']
network for computer scientists engineering,Network for Computer Scientists Engineering,1,['1st ed.']
mechanical design of machine elements and machines: a failure prevention perspective,Mechanical design of machine elements and machines: a failure prevention perspective,1,['2nd ed.']
"mechanical behavior of materials: engineering methods for deformation, fracture and fatigue","Mechanical behavior of materials: engineering methods for deformation, fracture and fatigue",1,['1st ed.']
network management: principles & management,Network Management: Principles & Management,1,['1st ed.']
mechanical behavior of materials,Mechanical behavior of Materials,1,['2nd ed.']
learning tableau 10,Learning Tableau 10,1,['1st ed.']
network management: principles & practice,Network Management: Principles & Practice,1,['2nd ed.']
mechanical analysis & design,Mechanical Analysis & Design,1,['2nd']
network security,Network Security,1,['5th ed.']
network security assessment,Network security assessment,1,['1st ed.']
lords of the flies,Lords of the Flies,1,['1st ed.']
multimedia : computing communication & app,Multimedia : Computing Communication & App,1,['3rd ed.']
",, ,,",",, ,,",1,['1st']
physics and chemistry of surface,Physics and Chemistry of Surface,1,['1st']
the art of computer programming: fundamental algorithms,The art of computer programming: fundamental algorithms,1,['3rd ed.']
the art of forgiveness,The art of forgiveness,1,['1st ed.']
the art of memory forensics,The Art of Memory forensics,1,['1st ed.']
the art of simulation using pspice analog &digital,The Art of Simulation Using Pspice Analog &Digital,1,['1st']
"the c odyssey unix - the open, boundless c","The C Odyssey Unix - The Open, Boundless C",1,['1st']
the c programming language,The C Programming Language,1,['2nd']
the cambridge biographical dictionary,The Cambridge Biographical Dictionary,1,['1st ed.']
the cell : a molecular approach,The Cell : A Molecular Approach,1,['3rd']
the central bank and the financial system,The Central Bank and The Financial System,1,['1st']
the complete pc upgrade & maintenance guide,The Complete PC Upgrade & maintenance guide,1,['1st']
the complete poems,The complete poems,1,['']
the complete reference : pc hardware,The Complete Reference : PC Hardware,1,['8th']
the complete reference : pc hardware0078436061,The Complete Reference : PC Hardware0078436061,1,['7th rep.']
the dictionary of human geography,The dictionary of human Geography,1,['1st']
the economics of money banking & financial markets,The Economics of Money Banking & Financial Markets,1,['6th']
the economics of trade protection,The Economics of Trade Protection,1,['1st']
"the elephant, the tiger and the cellphone: reflections on india in the 21st century","The elephant, the tiger and the cellphone: reflections on India in the 21st century",1,['1st ed.']
the end of india,The end of India,1,['1st ed.']
the essence of electric power systems,The Essence of Electric Power Systems,1,['rep.']
the essence of logic,The Essence of LOGIC,1,['2nd pri.']
the essential guide to telecommunication,The Essential Guide to Telecommunication,1,['3rd']
the essential guide to wireless commu. application,The Essential Guide to Wireless Commu. Application,1,['1st']
the feynman lectures on physics: mainly electromagnetism and matter,The feynman lectures on physics: mainly electromagnetism and matter,1,['1st ed.']
"the feynman lectures on physics: mainly mechanics, radiation , and heat","The feynman lectures on physics: mainly mechanics, radiation , and heat",1,['1st ed.']
the feynman lectures on physics: quantum mechanics,The feynman lectures on physics: quantum mechanics,1,['1st ed.']
the finite element method,The finite element method,1,['3rd']
the glass menagerie,The glass menagerie,1,['1st ed.']
the globalization of bussiness : the challange...1,The Globalization of Bussiness : The Challange...1,1,['1st']
the art of effective communication,The Art of Effective Communication,1,['1st']
the art of computer programming .vol.3: newly updated & revised,The Art of Computer Programming .VOL.3: Newly Updated & Revised,1,['3rd']
the great gatsby,The Great Gatsby,1,['1st ed.']
the art of computer programming .vol.2: seminumerical algorithms,The Art of Computer Programming .VOL.2: Seminumerical Algorithms,1,['3rd']
textbook of organic chemistry,Textbook of organic chemistry,1,['22nd']
textbook of physical chemistry vol.3,Textbook of physical chemistry Vol.3,1,['5th']
textbook of production technology: manufacturing processes,Textbook of production technology: manufacturing processes,1,['7th ed.']
textbook of refrigeration and air conditioning,Textbook of Refrigeration and Air Conditioning,1,['5th rev. ed.']
textbook of soil mechanics and foundation engineering: geotechnical engineering series,Textbook of Soil Mechanics and Foundation Engineering: Geotechnical Engineering Series,1,['1st ed.']
textbook on automobile engineering,Textbook on Automobile Engineering,1,['7 ed.']
textbook on engineering drawing,Textbook on engineering drawing,1,['2nd ed.']
textbook on engineering physics,Textbook on Engineering Physics,1,['2nd']
textiles industry of india and  pakistan,Textiles industry of india and  pakistan,1,['']
that long silence,That Long Silence,1,['1st ed.']
the  indian human  heritage,The  Indian Human  Heritage,1,['']
the 8051 micro controller & embedded system,The 8051 Micro controller & Embedded System,1,['2nd ed.']
the 8051 micro controller and embedded systems,The 8051 Micro controller and Embedded Systems,1,['2nd']
the 8051 microcontroller,The 8051 microcontroller,1,['3rd ed.']
the 8051 microcontroller & embedded system,The 8051 Microcontroller & Embedded System,1,['1st ed.']
"the 8051 microcontrollerss: architecture, programming and application","The 8051 Microcontrollerss: Architecture, Programming and Application",1,['1st ed.']
"the 8051/ 8052 micro-controller: architecture,assembly language, hardware","The 8051/ 8052 Micro-controller: Architecture,assembly language, hardware",1,['1st ed.']
the 8051/ 8052 microcontroller :archi. ------lan.: 225 rs fine paide 6/1/07 ritesh saini,The 8051/ 8052 Microcontroller :Archi. ------Lan.: 225 Rs Fine Paide 6/1/07 Ritesh Saini,1,['1st ed.']
the 8086/8088 family,The 8086/8088 family,1,['1st']
the 8088 and 8086 microprocessors,The 8088 and 8086 Microprocessors,1,['4th']
the 8th habit,The 8th HABIT,1,['1st']
the abc's of the internet,The ABC's of the Internet,1,['2nd']
the age of reason,The age of reason,1,['1st ed.']
the algoritm design manual,The Algoritm Design Manual,1,['1st']
the analytics of uncertainty and information,The Analytics of Uncertainty and Information,1,['1st']
the argumentative india,The argumentative India,1,['1st ed.']
the art of computer programming .vol.1: fundamentals algorithams,The Art of Computer Programming .VOL.1: Fundamentals Algorithams,1,['1st']
the good research guide: for small scale social research project,The good research guide: For small scale social research project,1,['1st']
the handbook of brain theory and neural networks,The Handbook of Brain Theory and Neural Networks,1,['1st ed.']
textbook of mineralogy,Textbook of Mineralogy,1,['4th']
theory & problems of international economics,Theory & Problems of International Economics,1,['4th']
theory & problems of software engineering,Theory & Problems of Software Engineering,1,['1st']
