book_id,_unique_key,title,author,editionstatement,publishercode,copyrightdate,itemcallnumber,quantity
2023,"electromagnetism problem with solution||pramanik, ashtosh||2nd ed.||prentice-hall||2008",Electromagnetism problem with solution,"Pramanik, Ashtosh",2nd ed.,Prentice-hall,2008,537 PRA,5
2024,"electromagnetism theory & application||pramanik ,ashtosh.||2nd ed.||prentice-hall||2008",Electromagnetism theory & Application,"Pramanik ,Ashtosh.",2nd ed.,Prentice-hall,2008,537 PRA,5
2025,"electromagnetism: problems with solutions||pramanik, ashutosh||3rd ed.||phi learning||2012",Electromagnetism: problems with solutions,"Pramanik, Ashutosh",3rd ed.,PHI Learning,2012,537 PRA,1
2026,electronic & comm. engineering||gate 2006||1st||gk pub||2005,Electronic & comm. engineering,GATE 2006,1st,GK pub,2005,621.382 GAT,1
2027,"electronic circuit analysis design||neaman, d.a.||2nd||tata mc graw hill||2005",Electronic Circuit Analysis Design,"Neaman, D.A.",2nd,Tata Mc Graw Hill,2005,621.3815 NEA,3
2028,"electronic circuit analysis design||neaman, d.a||2nd ed.||ta mcgraw hill||2005",Electronic Circuit Analysis Design,"Neaman, D.A",2nd ed.,Ta Mcgraw Hill,2005,621.3815 NEA,2
2029,"electronic circuit analysis design||neamen, a.||3rd||tata mcgraw  hill||2007",Electronic Circuit Analysis Design,"Neamen, A.",3rd,Tata McGraw  Hill,2007,621.3815 NEA,5
2030,electronic circuits and system||bapat y n||1st||tata mc graw hill||1992,Electronic circuits and system,Bapat Y N,1st,Tata Mc Graw Hill,1992,621.381 BAP,5
2031,"electronic circuits||schilling, donald l et. al||3rd ed.||mc.graw hills||1989",Electronic circuits,"SCHILLING, DONALD L ET. AL",3rd ed.,MC.GRAW HILLS,1989,621.3815 SCH,2
2032,electronic circuits||schillingl||3rd ed||tata mc graw hill||1984,Electronic Circuits,Schillingl,3rd ed,Tata Mc Graw Hill,1984,621.3815 SCH,1
2033,"electronic commerce;fremework,technologies & application||bhasker, bharat||3rd ed.||tmh||2008","Electronic Commerce;Fremework,Technologies & Application","Bhasker, Bharat",3rd ed.,TMH,2008,004.6 BHA,14
2034,"electronic communication systems: fundamentals through advanced||tomasi, wayne||5 ed.||pearson education||2013",Electronic Communication Systems: fundamentals through advanced,"Tomasi, Wayne",5 ed.,Pearson Education,2013,621.3815 TOM,20
2035,"electronic communication systems||kennedy, g & davis, b||4th||tata mc graw hill||2002",Electronic Communication Systems,"Kennedy, G & Davis, B",4th,TATA MC GRAW HILL,2002,621.382 KEN,33
2036,"electronic communication systems||kennedy, george||5 ed.||tata mcgraw hill||2011",Electronic communication systems,"Kennedy, George",5 ed.,Tata McGraw Hill,2011,621.382 KEN,1
2037,"electronic communication systems||tomasi, w.||5th||pearson education||2008",Electronic Communication Systems,"Tomasi, W.",5th,Pearson Education,2008,621.3815 TOM,17
2038,electronic communication system||kennedy (george) and davis (bernard)||4th||prantice hall of india||1995,Electronic Communication System,KENNEDY (GEORGE) AND DAVIS (BERNARD),4th,PRANTICE HALL OF INDIA,1995,621.382 KEN;21,1
2039,"electronic communication system||kennedy, george||4th||tata mc graw hill||1999",Electronic Communication System,"KENNEDY, GEORGE",4th,TATA MC GRAW HILL,1999,621.382 KEN,2
2040,"electronic communication system||kennedy, george||||tata mc graw hill||1999",Electronic Communication System,"KENNEDY, GEORGE",,TATA MC GRAW HILL,1999,621.382 KEN,17
2041,electronic communications modulation and trans.||schoenbeck (robert j.)||2nd||prentice hall of india||2003,Electronic Communications Modulation and Trans.,SCHOENBECK (ROBERT J.),2nd,PRENTICE HALL OF INDIA,2003,621.382 SCH 1,1
2042,"electronic communications systems: fundamentals through advanced||tomasi, wayne||5th ed.||pearson education||2008",Electronic communications systems: fundamentals through advanced,"Tomasi, Wayne",5th ed.,Pearson Education,2008,621.3815 TOM;11,1
2043,electronic communications systems||tomasi(w)||5th||pearson edu. asia||2004,Electronic Communications systems,TOMASI(W),5th,PEARSON EDU. ASIA,2004,621.3815 TOM;R,2
2044,electronic communications system||kennedy (george) and davis (bernard)||4th||tata mc graw hill||1993,ELECTRONIC COMMUNICATIONS SYSTEM,KENNEDY (GEORGE) AND DAVIS (BERNARD),4TH,Tata Mc Graw Hill,1993,621.382 KEN 14,1
2045,electronic communications: modulation & transmission||schoenbeck (robert j.)||2nd||prentice hall harvester wheatsheaf||2002,Electronic Communications: Modulation & Transmission,SCHOENBECK (ROBERT J.),2nd,PRENTICE HALL HARVESTER WHEATSHEAF,2002,621.382 SCH R,1
2046,electronic communications||roddy(d) & coolen(j)||4th||pearson edu. asia||2004,Electronic Communications,RODDY(D) & COOLEN(J),4th,PEARSON EDU. ASIA,2004,621.382 ROD 23,2
2047,"electronic communications||roddy, d & coolen, j.||4th ed.||prantice hall of india||1995",Electronic communications,"RODDY, D & COOLEN, J.",4th ed.,PRANTICE HALL OF INDIA,1995,621.382 ROD,2
2048,"electronic communications||roddy, dennis and coolen, john||1st ed.||pearson||2013",Electronic communications,"Roddy, dennis and Coolen, John",1st ed.,Pearson,2013,621.382 ROD,4
2049,"electronic communications||roddy, dennis||1st ed.||prantice hall of india||1999",Electronic communications,"RODDY, DENNIS",1st ed.,PRANTICE HALL OF INDIA,1999,621.382 ROD,1
2050,"electronic communications||roddy, dennis||||prantice hall of india||1999",Electronic communications,"RODDY, DENNIS",,PRANTICE HALL OF INDIA,1999,621.382 ROD,18
2051,electronic device and circuits||salivahanan(s)||2nd||tata mc graw hill||2007,Electronic Device and Circuits,Salivahanan(S),2nd,TATA MC GRAW HILL,2007,621.3815 SAL 5,1
2052,"electronic device and circuits||salivahnaman, s. and others||2nd||tata mcgraw hill||2007",Electronic Device and Circuits,"Salivahnaman, S. and others",2nd,Tata mcGraw Hill,2007,621.3815 SAL,1
2053,"electronic device and circuits||salivahnaman, s. and others||||tata mcgraw hill||2007",Electronic Device and Circuits,"Salivahnaman, S. and others",,Tata mcGraw Hill,2007,621.3815 SAL,3
2054,"electronic devices & circuit theory||boylestad, r.l.||10th ed.||pearson education||2009",Electronic Devices & Circuit Theory,"BOylestad, R.L.",10th ed.,Pearson Education,2009,621.3813 BOY,5
2055,"electronic devices & circuit theory||boylestad, robert l.||10th ed.||pearson education||2009",Electronic Devices & Circuit Theory,"Boylestad, Robert L.",10th ed.,Pearson Education,2009,621.3813 BOY,10
2056,"electronic devices & circuits ; principles & applications||deshpande, n.p.||1st||tata mcgraw hill||2007",Electronic Devices & Circuits ; Principles & Applications,"Deshpande, N.P.",1st,Tata McGraw Hill,2007,621.3815 DES,4
2057,"electronic devices & circuits principles & application||deshpande, n.p.||1st ed.||tata mcgraw hill||2007",Electronic Devices & Circuits Principles & Application,"Deshpande, N.P.",1st ed.,Tata McGraw Hill,2007,621.3815 DES,1
2058,electronic devices & circuits theory||boylestad r.l.||8th||prentice hall||2005,Electronic Devices & Circuits Theory,Boylestad R.L.,8th,Prentice hall,2005,621.3813 BOY,23
2059,"electronic devices & circuits||millman, j and others.||2nd||tata mcgraw hill||2008",Electronic Devices & Circuits,"Millman, J and others.",2nd,Tata McGraw Hill,2008,621.3815 MIL,14
2060,"electronic devices & circuits||millman, jacob||2nd ed.||tata mc graw hill||2008",Electronic Devices & Circuits,"MILLMAN, Jacob",2nd ed.,Tata Mc Graw Hill,2008,621.3815 MIL,5
2061,"electronic devices & circuits||reddy, s rama.||1st ed.||narosa pub. house||2007",Electronic devices & circuits,"Reddy, S Rama.",1st ed.,Narosa Pub. House,2007,621.3815 RED,9
2062,"electronic devices & circuits||salivahanan, s.etc.||2nd ed.||tata mc graw hill||2008",Electronic Devices & Circuits,"Salivahanan, S.etc.",2nd ed.,Tata Mc Graw Hill,2008,621.3815 SAL,3
2063,electronic devices and circuit analysis||kishore||1st||bpb||2004,Electronic Devices And Circuit Analysis,Kishore,1st,BPB,2004,621.3815 KIS,2
2064,electronic devices and circuit theory||boylestad (r) and nashelsky||8th||phi||2002,Electronic Devices and Circuit Theory,BOYLESTAD (R) AND NASHELSKY,8th,PHI,2002,621.3813 BOY,24
2065,"electronic devices and circuit theory||boylestad, r and nashelsky||6th ed.||prantice hall of india||2000",Electronic Devices and Circuit Theory,"BOYLESTAD, R AND NASHELSKY",6th ed.,PRANTICE HALL OF INDIA,2000,621.3813 BOY,5
2066,"electronic devices and circuit theory||boylstead, r.l and  nashelky, l.||9th||phi||2007",Electronic Devices and Circuit Theory,"Boylstead, R.L and  Nashelky, L.",9th,PHI,2007,621.3813 BOY,5
2067,"electronic devices and circuits:: an introduction||mottershead, allen||1st ed.||phi learning||2009",Electronic devices and circuits:: an introduction,"MotterShead, Allen",1st ed.,PHI Learning,2009,621.3817 MOT,1
2068,"electronic devices and circuits:: an introduction||mottershead, allen||||phi learning||2009",Electronic devices and circuits:: an introduction,"MotterShead, Allen",,PHI Learning,2009,621.3817 MOT,4
2069,electronic devices and circuits||balbir kumar||1st ed.||phi learning||2010,Electronic Devices and Circuits,Balbir Kumar,1st ed.,PHI Learning,2010,621.3813 BAL,1
2070,"electronic devices and circuits||bell, a. david||3rd||prentice-hall||1998",Electronic Devices and Circuits,"Bell, A. David",3rd,Prentice-hall,1998,621.3815 BEL,2
2071,"electronic devices and circuits||bell, david a.||5th||oxford university press||2008",Electronic Devices and Circuits,"Bell, David A.",5th,Oxford University press,2008,621.3815 BEL,8
2072,electronic devices and circuits||bogart( thedore f)||6th||pearson edu. asia||2002,Electronic Devices and Circuits,BOGART( THEDORE F),6th,PEARSON EDU. ASIA,2002,621.3815 bog R,2
2073,"electronic devices and circuits||cathey,jimmie j.||3rd ed.||tata mc graw hill||2009",Electronic Devices and Circuits,"Cathey,Jimmie J.",3rd ed.,Tata Mc Graw Hill,2009,621.3815 CAT,4
2074,"electronic devices and circuits||gupta, sanjeev||1st rep.||dhanpat rai & sons||2001",Electronic Devices and Circuits,"Gupta, Sanjeev",1st Rep.,DHANPAT RAI & SONS,2001,621.381 GUP,2
2075,"electronic devices and circuits||gupta,j.b.||1st||s.k kataria||2006",Electronic Devices and Circuits,"Gupta,J.B.",1st,S.k Kataria,2006,621.3813 GUP,5
2076,electronic devices and circuits||kulshreshtha (d.c)||1st||new age inter.||2004,Electronic Devices and Circuits,KULSHRESHTHA (D.C),1st,NEW AGE INTER.,2004,621.3815 KUL R,3
2077,electronic devices and circuits||millman (j) & halkias||25th rep.||tata mc graw hill||2002,Electronic Devices and Circuits,MILLMAN (J) & HALKIAS,25th Rep.,TATA MC GRAW HILL,2002,621.3815 MIL,10
2078,electronic devices and circuits||millman j & halkias||1st ed.||tata mc graw hill||2000,Electronic Devices and Circuits,Millman J & Halkias,1st ed.,TATA MC GRAW HILL,2000,621.3815 MIL,2
2079,electronic devices and circuits||millman j.||32th||tata mc graw hill||2004,Electronic Devices and Circuits,Millman J.,32th,Tata Mc Graw Hill,2004,621.3815 MIL,22
2080,"electronic devices and circuits||millman, jacob and others||3rd ed.||tata mcgraw hill||2010",Electronic devices and circuits,"Millman, Jacob and others",3rd ed.,Tata McGraw Hill,2010,621.3815 MIL,4
2081,"electronic devices and circuits||mithal (g.k),mithal (r) & gupta (m)||23rd||khanna pub.||2004",Electronic Devices and Circuits,"MITHAL (G.K),MITHAL (R) & GUPTA (M)",23rd,KHANNA PUB.,2004,621.3815 MIT R,20
2082,"electronic devices and integrated circuits||singh, ajay kumar.||1st ed.||prentice-hall||2008",Electronic Devices and Integrated Circuits,"Singh, Ajay Kumar.",1st ed.,Prentice-hall,2008,621.3815 SIN,1
2083,"electronic devices and integrated circuits||singh, ajay kumar.||||prentice-hall||2008",Electronic Devices and Integrated Circuits,"Singh, Ajay Kumar.",,Prentice-hall,2008,621.3815 SIN,4
2084,"electronic energy systems theory: an introduction||elgerd, olle i.||2nd||tata mcgraw hill||2007",Electronic Energy Systems Theory: An Introduction,"Elgerd, Olle I.",2nd,Tata McGraw Hill,2007,621.31 EIG,1
2085,electronic eng. interviews||impact education||1st||impact education||1975,Electronic Eng. interviews,IMPACT EDUCATION,1st,IMPACT EDUCATION,1975,621 NA,1
2086,"electronic instrumentation & measurements||bell, a. david||1st||prentice hall||2004",Electronic instrumentation & measurements,"Bell, A. David",1st,Prentice hall,2004,621.30287 BEL,1
2087,"electronic instrumentation and measurement||bell, david a.||2nd||phi||2004",Electronic instrumentation and measurement,"Bell, David A.",2nd,PHI,2004,621.30287; BEL,1
2088,"electronic instrumentation||kalsi, h.s.||1st ed.||tata mcgraw hill||2010",Electronic Instrumentation,"Kalsi, H.S.",1st ed.,Tata McGraw Hill,2010,621.318 KAL,5
2089,"electronic instrumentation||kalsi, h.s||1st||learning material centre||2002",Electronic Instrumentation,"Kalsi, H.S",1st,LEARNING MATERIAL CENTRE,2002,621.318 KAL,5
2090,"electronic measurements & instrumentation||oliver, b. m. & cage, john m.||1st ed.||tata mc graw hill||2008",Electronic Measurements & Instrumentation,"Oliver, B. M. & Cage, John M.",1st ed.,Tata Mc Graw Hill,2008,621.38 OLI,1
2091,"electronic measurements & instrumentation||oliver, b. m. & cage, john m.||||tata mc graw hill||2008",Electronic Measurements & Instrumentation,"Oliver, B. M. & Cage, John M.",,Tata Mc Graw Hill,2008,621.38 OLI,4
2092,"electronic measurements and instrumentation||bakshi, u. a. and others||1st ed.||technical publication||2014",Electronic measurements and instrumentation,"Bakshi, U. A. and others",1st ed.,Technical Publication,2014,621.38 BAK,1
2093,electronic packaging handbook: electrical engineers handbool series||blackwell (glenn r)||2nd||c r e press||2000,Electronic Packaging Handbook: Electrical Engineers Handbool Series,BLACKWELL (GLENN R),2nd,C R E PRESS,2000,621.381 BAL R,1
2094,"electronic principles||malvimo, a. and bates, d.j.||7th||tata mcgraw hill||2007",Electronic Principles,"Malvimo, A. and Bates, D.J.",7th,Tata McGraw Hill,2007,621.381 MAL,10
2095,"electronic principles||malvino, albert paul||1st ed.||prantice hall of india||1995",Electronic Principles,"MALVINO, ALBERT PAUL",1st ed.,PRANTICE HALL OF INDIA,1995,621.381 MAL,5
2096,"electronic principles||malvino, albert paul||6th||tata mc graw hill||2002",Electronic Principles,"Malvino, Albert Paul",6th,TATA MC GRAW HILL,2002,621.381 MAL,15
2097,electronic systems mantenance handbook: electronics handbook series||whitaker (jerry c)||2nd||c r e press||1991,Electronic Systems Mantenance Handbook: Electronics Handbook Series,WHITAKER (JERRY C),2nd,C R E PRESS,1991,621.3810288 WHI R,1
2098,electronic. engg. materials & device||allison (john)||1st ed.||tata mc graw hill||1999,Electronic. Engg. materials & Device,ALLISON (JOHN),1st ed.,TATA MC GRAW HILL,1999,621.3 ALL,9
2099,"electronics : a system approach||storry, neil||2nd||pearson edu. asia||2002",Electronics : A System Approach,"Storry, Neil",2nd,PEARSON EDU. ASIA,2002,621.3 STO R,1
2100,"electronics : a systems approach||storry, neil||2nd||addison wesely pub||1998",Electronics : A Systems Approach,"Storry, Neil",2nd,ADDISON WESELY PUB,1998,621.3 STO,1
2101,electronics : analog and digital||nagrath (ij)||5th pri.||prentice hall of india||2002,Electronics : Analog and Digital,NAGRATH (IJ),5th Pri.,PRENTICE HALL OF INDIA,2002,621.3 NAG,5
2102,"electronics : analog and digital||nagrath, i j.||1st||prantice hall of india||1999",Electronics : Analog and Digital,"NAGRATH, I J.",1st,PRANTICE HALL OF INDIA,1999,621.3 NAG,1
2103,electronics : theory and applications||kakani (s.l) and bhandari (k.c)||3rd||new age inter.||2004,Electronics : Theory and Applications,KAKANI (S.L) AND BHANDARI (K.C),3rd,NEW AGE INTER.,2004,621.3 KAK R,4
2104,"electronics and circuits analysis using matlab||attia ,john o.||1st||crc press||1999",Electronics and Circuits Analysis Using Matlab,"Attia ,John O.",1st,CRC PRESS,1999,621.3815 ATT R,1
2105,"electronics and communication engineering for gate: graduate aptitude test in engineering||kashyap, kishore||1st ed.||tata mcgraw hill||2017",Electronics and communication engineering for GATE: graduate aptitude test in engineering,"Kashyap, Kishore",1st ed.,Tata McGraw Hill,2017,621.382 KAS,10
2106,electronics and communication engineering: gate topic wise solved papers||gateforum||1st ed.||tata mcgraw hill||2017,Electronics and communication engineering: GATE topic wise solved papers,Gateforum,1st ed.,Tata McGraw Hill,2017,621.382 GAT,5
2107,"electronics and telecommunications objectives||mithal, g.k.||1st||g k pub.||2003",Electronics and Telecommunications Objectives,"Mithal, G.k.",1st,G K PUB.,2003,621.3 MIT,2
2108,"electronics circuits & analysis||dube, d.c.||1st ed.||narosa pub||2006",Electronics Circuits & Analysis,"Dube, D.C.",1st ed.,Narosa Pub,2006,621.3815 DUB,14
2109,"electronics circuits & analysis||dube, d.c.||1st||narosa pub||2006",Electronics Circuits & Analysis,"Dube, D.C.",1st,Narosa Pub,2006,621.3815 DUB,10
2110,"electronics circuits & analysis||dube,r.c.||1st||narosa pub||2005",Electronics Circuits & Analysis,"Dube,R.C.",1st,Narosa pub,2005,621.3815 DUB,5
2111,"electronics circuits and analysis||dube, dinesh c.||1st ed.||narosa publishing house||2005",Electronics Circuits and Analysis,"Dube, Dinesh c.",1st ed.,Narosa Publishing House,2005,621.3815 DUB;1,16
2112,"electronics communication system||blake,r.||2nd ed||prentice hall||2002",Electronics communication system,"Blake,R.",2nd ed,Prentice hall,2002,621.382 BLA,2
2113,"electronics devices and circuit theory||boylestad, robert l.||1st ed.||pearson||2009",Electronics Devices and Circuit Theory,"Boylestad, Robert L.",1st ed.,Pearson,2009,621.3813 BOY,53
2114,electronics devices and circuits||gupta (jb)||2nd||s.k kataria||2004,Electronics Devices and Circuits,GUPTA (JB),2nd,S.K KATARIA,2004,621.3813 GUP R,4
2115,electronics engg. materials & device||allison (john)||1st ed.||tata mc graw hill||1999,Electronics Engg. Materials & Device,ALLISON (JOHN),1st ed.,TATA MC GRAW HILL,1999,621.3 ALL 11,1
2116,electronics engineering fundamentals||gupta (monish)||2nd||laxmipub.||2005,Electronics Engineering Fundamentals,GUPTA (MONISH),2nd,LAXMIPUB.,2005,621.381 GUP R,5
2117,electronics handbook||whitaker (jerry c.)||1st||crc press||1996,Electronics Handbook,WHITAKER (JERRY C.),1st,CRC PRESS,1996,621.381 WHI R,1
2118,"electronics instruments and instrumentation technology||anand, m.m.s.||1st ed.||phi learning private ltd.||2004",Electronics Instruments and Instrumentation Technology,"Anand, M.M.S.",1st ed.,PHI Learning Private Ltd.,2004,621.30827 ANA,1
2119,"electronics instruments and instrumentation technology||anand,mms||1st||prentice hall||2004",Electronics Instruments and Instrumentation Technology,"Anand,MMS",1st,Prentice hall,2004,621.30827 ANA,2
2120,"electronics project with the esp 8266 & esp 32||cameron, neil||||apress||2023",Electronics Project with the ESP 8266 & ESP 32,"Cameron, Neil",,Apress,2023,621.3815 CAM; R,1
2121,"electronics: a system approach||storey, neil||4th||pearson||2011",Electronics: A System Approach,"Storey, Neil",4th,Pearson,2011,621.3 STO,4
2122,"electronics: circuits and analysis||dube, dinesh c.||2nd ed.||narosa publishing house||2005",Electronics: circuits and analysis,"Dube, Dinesh C.",2nd ed.,Narosa publishing house,2005,621.3815 DUB,1
2123,"element of discrete mathematics||liu,c.c.||2nd||tata mc graw hill||2005",Element of Discrete Mathematics,"Liu,C.C.",2nd,Tata Mc Graw Hill,2005,511 LIU,4
2124,"element of electromagnetic||sadiku,m.n.||3rd||oxford university press||2005",Element of Electromagnetic,"Sadiku,M.N.",3rd,Oxford university press,2005,621.3 SAD,4
2125,"element of gas turbine propulsion||mattingly, j.d.||1st||taata mcgraw hill||2005",Element of Gas Turbine Propulsion,"Mattingly, J.D.",1st,TAata McGraw Hill,2005,629.134353 MAT,1
2126,"element of materials science and engineering||vlack,h.l.||6th||pearson||2005",Element of Materials Science and Engineering,"Vlack,H.L.",6th,Pearson,2005,620.11 VLA,2
2127,element of mechanical engineering||rajput(r k)||1st||laxmipub.||2005,Element of Mechanical Engineering,RAJPUT(R K),1st,LAXMIPUB.,2005,620 RAJ,5
2128,"element of the theory of computation||lewis,h.r.||1st||prentice hall||1998",Element of the Theory of Computation,"Lewis,H.R.",1st,Prentice hall,1998,005.131 LEW,4
2129,elementary engineering mathematics||grewal(bs)||11th||khanna pub.||2004,Elementary Engineering Mathematics,GREWAL(BS),11th,KHANNA PUB.,2004,519 GRE 1-LOST,1
2130,"elementary linear algebra||anton, howard||9 ed.||john wiley||2009",Elementary Linear Algebra,"Anton, Howard",9 Ed.,John Wiley,2009,512.5 ANT,1
2131,"elementary linear algebra||anton, howard||9th ed||john wiley||2009",Elementary Linear Algebra,"ANTON, Howard",9th Ed,John WIley,2009,512.5 ANT,1
2132,"elementary number theor||rosen, kenneth h||||new delhi: pearson||2022",Elementary number theor,"Rosen, Kenneth H",,New Delhi: Pearson,2022,515.3532 ROS,1
2133,"elementary numerical analysis:: an algorithms||conte, s.d.||3rd ed.||tata mc graw hill||2008",Elementary Numerical Analysis:: an algorithms,"Conte, S.D.",3rd ed.,Tata Mc Graw Hill,2008,515 CON,3
2134,elementary organic spectroscopy||sharma (y.r)||1st rep.||s.chand and co. ltd.||2001,Elementary Organic Spectroscopy,SHARMA (Y.R),1st Rep.,S.CHAND AND CO. LTD.,2001,543.0858 SHA R,5
2135,"elementary organic spectroscopy||sharma, y. r.||1st ed.||s.chand||2017",Elementary Organic Spectroscopy,"Sharma, Y. R.",1st ed.,S.Chand,2017,543.085 SHA,13
2136,"elementary statistical mechanics||gupta, s.l & kumar, v||1st ed.||pragati bhawan||2019",Elementary statistical mechanics,"Gupta, S.L & Kumar, V",1st ed.,Pragati bhawan,2019,530.132 GUP,3
2137,"elements of acoustic phonetics||ladefoged, peter||2nd ed.||the university of chicago press||1996",Elements of acoustic phonetics,"Ladefoged, Peter",2nd ed.,The university of chicago press,1996,612.78 LAD,1
2138,"elements of biotechnology||gupta,p.k.||1st||rastogi pub||2003",Elements of Biotechnology,"Gupta,P.K.",1st,Rastogi pub,2003,660.6 GUP,6
2139,"elements of biotechnology||gupta,p.k.||1st||rastogi pub||2004",Elements of Biotechnology,"Gupta,P.K.",1st,Rastogi pub,2004,,1
2140,"elements of discrete mathematics||liu, c.l.||2nd ed.||tata mc graw hill||2001",Elements of Discrete Mathematics,"Liu, C.L.",2nd ed.,Tata Mc Graw Hill,2001,511 LIU,22
2141,"elements of discrete mathematics||liu, c.l.||||tata mc graw hill||2001",Elements of Discrete Mathematics,"Liu, C.L.",,Tata Mc Graw Hill,2001,511 LIU,4
2142,"elements of earthquake engineering||krishna, jai and others||2nd||south asia publisher||1994",Elements of earthquake engineering,"Krishna, Jai and others",2nd,South Asia Publisher,1994,624.1762 KRI,30
2143,"elements of electromagnetics||sadiku,m.n.||3rd||oxford univresity press||2001",Elements of Electromagnetics,"Sadiku,M.N.",3rd,Oxford univresity press,2001,621.3 SAD,2
2144,elements of electronic inst. and measurement||carr (joseph j.)||3rd||pearson edu. asia||2003,Elements of Electronic Inst. and Measurement,CARR (JOSEPH J.),3rd,PEARSON EDU. ASIA,2003,621.30287 CAR R,5
2145,"elements of engineering electromagnetics||rao, n.n.||6th||pearson||2006",Elements of Engineering Electromagnetics,"Rao, N.N.",6th,Pearson,2006,539.2 RAO,9
2146,elements of engineering electromagnetic||rao (nn)||5th||prentice hall of india||2003,Elements of Engineering Electromagnetic,RAO (NN),5th,PRENTICE HALL OF INDIA,2003,539.2 RAO 3,2
2147,"elements of engineering electromagnetic||rao, n.n||4th||prentice-hall||2002",Elements of Engineering Electromagnetic,"Rao, N.N",4th,PRENTICE-HALL,2002,539.2 RAO,1
2148,elements of engineering electromagnetic||rao.n.n.||5th||prentice hall||2005,Elements of Engineering Electromagnetic,Rao.N.N.,5th,Prentice hall,2005,539.2 RAO,2
2149,"elements of information theory||cover, t. m. and thomas, j. a.||1st ed.||john wiley india||2008",Elements of Information Theory,"Cover, T. M. and Thomas, J. A.",1st ed.,John Wiley India,2008,003.54 COV,6
2150,"elements of information theory||cover, t. m. and thomas, j. a.||||john wiley india||2008",Elements of Information Theory,"Cover, T. M. and Thomas, J. A.",,John Wiley India,2008,003.54 COV,2
2151,"elements of information theory||cover, thomas m.||1st ed.||john wiley india||2009",Elements of Information Theory,"Cover, Thomas M.",1st ed.,John Wiley India,2009,003.54 COV,10
2152,"elements of information theory||cover, thomas m.||1st ed.||wiley india||2008",Elements of Information Theory,"Cover, Thomas M.",1st ed.,Wiley India,2008,003.54 COV,1
2153,"elements of information theory||cover, thomas m.||||wiley india||2008",Elements of Information Theory,"Cover, Thomas M.",,Wiley India,2008,003.54 COV,4
2154,"elements of information theory||cover,t.||1st ed.||willey india||2009",Elements of information theory,"Cover,T.",1st ed.,willey india,2009,003.54 COV,25
2155,"elements of material science||van vlack, lawrence h||6th||addison wesely pub||1998",Elements of Material Science,"VAN VLACK, LAWRENCE H",6th,ADDISON WESELY PUB,1998,620.11 VAN,2
2156,"elements of materials science and engineering||vlack,l.h.||1st||pearson||2005",Elements of Materials Science and Engineering,"Vlack,L.H.",1st,Pearson,2005,620.11 VLA,3
2157,"elements of materials science and engineering||vlack,l.h.||6th||pearson||2005",Elements of Materials Science and Engineering,"Vlack,L.H.",6th,Pearson,2005,620.11 VLA,2
2158,"elements of mechanical engineering||kittur, j.k and gokak, g.d||1st ed.||wiley||2017",Elements of mechanical engineering,"Kittur, J.K and Gokak, G.D",1st ed.,Wiley,2017,620 KIT,24
2159,elements of mechanical engineering||kumar (d.s)||1st||s.k kataria||2004,Elements of Mechanical Engineering,KUMAR (D.S),1st,S.K KATARIA,2004,620 KUM,19
2160,"elements of mechanical engineering||kumar, d. s.||1st||s.k kataria||2004",Elements of mechanical engineering,"Kumar, D. S.",1st,S.K KATARIA,2004,620 KUM; 7,1
2161,"elements of mechanical engineering||kumar, d.s.||1st ed.||s.k. kataria & sons||2007",Elements of Mechanical Engineering,"Kumar, D.S.",1st ed.,S.K. Kataria & Sons,2007,620 KUM,10
2162,"elements of mechanical engineering||kumar, d.s.||||s.k. kataria & sons||2007",Elements of Mechanical Engineering,"Kumar, D.S.",,S.K. Kataria & Sons,2007,620 KUM,1
2163,"elements of mechanical engineering||manglik, v.k.||1st ed.||phi learning||2015",Elements of mechanical engineering,"Manglik, V.K.",1st ed.,PHI Learning,2015,620 MAN,24
2164,"elements of mechanical engineering||murthy, s. trymbaka||1st ed.||university press||2014",Elements of mechanical engineering,"Murthy, S. Trymbaka",1st ed.,University Press,2014,620 MUR,5
2165,elements of mechanical engineering||praveen kumar||1st||s.k kataria||2004,Elements of Mechanical Engineering,PRAVEEN KUMAR,1st,S.K KATARIA,2004,620 PRA,1
2166,"elements of mechanical engineering||rajput, r.k.||1st ed.||laxmi pub||2005",Elements of Mechanical Engineering,"Rajput, R.K.",1st ed.,Laxmi Pub,2005,620 RAJ,40
2167,"elements of mechanical engineering||rajput, r.k.||1st||laxmi pub||2005",Elements of Mechanical Engineering,"Rajput, R.K.",1st,Laxmi Pub,2005,620 RAJ,183
2168,"elements of mechanical engineering||singh, d.k.||1st ed.||ane books||2012",Elements of mechanical engineering,"Singh, D.K.",1st ed.,Ane Books,2012,620 SIN,22
2169,elements of mechanical enginering||praveen kumar||1st||s.k kataria||2004,Elements Of Mechanical Enginering,PRAVEEN KUMAR,1st,S.K KATARIA,2004,620 PRA 28,1
2170,elements of mercantile law||kapoor n d||1st||sultan chand||2005,Elements of Mercantile Law,Kapoor N D,1st,Sultan chand,2005,332.742 KAP,8
2171,"elements of mercantile law||kapoor, n.d.||1st ed.||sultan chand & sons||2008",Elements of Mercantile Law,"Kapoor, N.D.",1st ed.,Sultan chand & Sons,2008,332.742 KAP,8
2172,"elements of numerical analysis||gupta, radhey s.||1st ed.||mc millan||2009",Elements of Numerical Analysis,"Gupta, Radhey S.",1st ed.,Mc Millan,2009,515 GUP,1
