book_id,_unique_key,title,author,editionstatement,publishercode,copyrightdate,itemcallnumber,quantity
4706,"operating system concepts||silberschatz, a. & others||1st ed.||wiley||2016",Operating system concepts,"Silberschatz, A. & others",1st ed.,Wiley,2016,005.43 SIL,3
4707,"operating system concept||silberschatz,  & galvin||6th ed.||john wiley & sons||2002",Operating System Concept,"Silberschatz,  & Galvin",6th ed.,JOHN WILEY & SONS,2002,,9
4708,"operating system: internal and design principles||stallings, w.||5th ed.||pearson education||2008",Operating System: Internal and Design Principles,"Stallings, W.",5th ed.,Pearson Education,2008,005.43 STA,1
4709,"operating system:design and implementation||tanenbaum,a.s.||2nd ed.||pearson||2005",Operating system:design and implementation,"Tanenbaum,A.S.",2nd ed.,Pearson,2005,005.43 TAN,5
4710,operating systems 250 paid lost||stallings (w)||2nd||prentice-hall||2001,Operating Systems 250 Paid Lost,STALLINGS (W),2nd,PRENTICE-HALL,2001,5.43 STA RLRN26891,1
4711,operating systems : design and implementation||tanenbaum (as) and woodhull (a.s)||2nd ed.||pearson edu. asia||2004,Operating Systems : Design and Implementation,TANENBAUM (AS) AND WOODHULL (A.S),2nd ed.,PEARSON EDU. ASIA,2004,005.43 TAN; R,2
4712,"operating systems concepts||silberschartz,s.||6th ed.||john willey||2003",Operating Systems Concepts,"Silberschartz,S.",6th ed.,John willey,2003,005.43 SIL,3
4713,"operating systems fundamentals||irtegov,d.||1st ed.||laxmi pub||2004",Operating Systems fundamentals,"Irtegov,D.",1st ed.,Laxmi pub,2004,005.43 IRT,1
4714,"operating systems||deitel,h.m.||2nd||pearson||2003",Operating Systems,"Deitel,H.M.",2nd,Pearson,2003,005.43 DEI,3
4715,operating systems||dhamdhere(dm)||1st rep.||tata mc graw hill||2003,Operating Systems,DHAMDHERE(DM),1st Rep.,TATA MC GRAW HILL,2003,005.43 DHA R,2
4716,"operating systems||madnic, s.e.||1st ed.||tata mcgraw hill||2000",Operating systems,"Madnic, S.E.",1st ed.,Tata McGraw Hill,2000,005.43 MAD,24
4717,operating systems||milenkovic (milan)||2nd||tata mc graw hill||2003,Operating Systems,MILENKOVIC (MILAN),2nd,TATA MC GRAW HILL,2003,005.43 MIL R,9
4718,"operating systems||stalling, william||5th ed.||pearson education||2008",Operating Systems,"Stalling, William",5th ed.,Pearson Education,2008,005.43 STA,5
4719,operating systems||stallings (w)||2nd||prentice-hall||2001,Operating Systems,STALLINGS (W),2nd,PRENTICE-HALL,2001,005.43 STA D1,28
4720,"operating systems||stallings, w.||4th ed.||phi||2007",Operating Systems,"Stallings, W.",4th ed.,PHI,2007,005.43 STA,1
4721,"operating systems||stallings, w.||5th ed.||pearson||2007",Operating Systems,"Stallings, W.",5th ed.,Pearson,2007,005.43 STA,9
4722,"operating systems||stallings, w||2nd ed.||phi||2001",Operating Systems,"Stallings, W",2nd ed.,PHI,2001,005.43 STA,1
4723,"operating systems||stallings,w.||4th ed.||prentice hall||2007",Operating Systems,"Stallings,w.",4th ed.,Prentice hall,2007,005.43 STA,2
4724,"operating systems||stallings,w.||5th ed.||prentice hall||2005",Operating Systems,"Stallings,W.",5th ed.,Prentice hall,2005,005.43 STA,4
4725,operating system||godbole (achyut s.)||15th rep.||tata mc graw hill||2003,Operating System,GODBOLE (ACHYUT S.),15th Rep.,TATA MC GRAW HILL,2003,005.43 GOD R,2
4726,"operating system||stallings ,w||1st ed.||pearson||2001",Operating system,"Stallings ,W",1st ed.,Pearson,2001,005.43 STA,1
4727,"operating system||tanenbaum, a. s.||1st ed.||phi||2009",Operating System,"Tanenbaum, A. S.",1st ed.,PHI,2009,005.43 TAN,2
4728,"operating system||tanenbaum, a. s.||||phi||2009",Operating System,"Tanenbaum, A. S.",,PHI,2009,005.43 TAN,1
4729,"operation and modeling of the mos transistor||tsividis (yannis)||2nd ed.||mcgraw-hill,inc||1999",Operation and Modeling of The MOS Transistor,TSIVIDIS (YANNIS),2nd ed.,"MCGRAW-HILL,INC",1999,621.3815 TSI R,2
4730,"operation and modeling of the mos transistor||tsividis, yannis||2nd ed.||oxford university press||2008",Operation and Modeling of The MOS Transistor,"Tsividis, Yannis",2nd ed.,Oxford University Press,2008,621.3815 TSI,5
4731,"operation management 2nd||monks, joseph g.||2nd ed.||mc.graw hills||1996",Operation Management 2nd,"MONKS, JOSEPH G.",2nd ed.,MC.GRAW HILLS,1996,658 MON,1
4732,"operation management 3rd||monks, joseph g.||3rd ed.||mc.graw hills||1987",Operation Management 3rd,"MONKS, JOSEPH G.",3rd ed.,MC.GRAW HILLS,1987,658 MON,1
4733,"operation management 8th||monks, joseph g||8th ed.||mc.graw hills||1995",Operation Management 8th,"Monks, Joseph G",8th ed.,MC.GRAW HILLS,1995,658.5 MON,2
4734,operation management;strategy & analysis||krajewsky l.j.||6th ed.||pearson||2005,Operation Management;Strategy & Analysis,Krajewsky L.J.,6TH ed.,Pearson,2005,658 KRA,6
4735,"operation management||stevenson, william j||9th ed.||tmh||2007",Operation Management,"Stevenson, William J",9th ed.,TMH,2007,658 STE,2
4736,"operation management||taylor, b.w & russel, r.s||4th ed.||prentice-hall||2000",Operation Management,"Taylor, B.W & Russel, R.S",4th ed.,PRENTICE-HALL,2000,658 TAY,1
4737,operation research : an introduction||taha (hamdy a.)||7th ed.||pearson edu. asia||2004,Operation Research : An Introduction,TAHA (HAMDY A.),7th ed.,PEARSON EDU. ASIA,2004,658.4034 TAH 26,50
4738,"operation research : an introduction||taha, a. hamdy||6th ed.||phi||2002",Operation Research : An Introduction,"TAHA, A. Hamdy",6th ed.,PHI,2002,658.4034 TAH D1,25
4739,"operation research : methods and solution||gupta, p.k & mohan, m||9th||sultan chand||2000",Operation Research : Methods and Solution,"Gupta, P.K & Mohan, M",9th,SULTAN CHAND,2000,658.4034 GUP R,5
4740,"operation research for management||gupta, m.p. & sharma, j.k.||6th rep||mayoor paperback||2000",Operation Research for Management,"GUPTA, M.P. & SHARMA, J.K.",6th Rep,MAYOOR PAPERBACK,2000,658.4034 GUP,6
4741,"operation research theory & application||sharma,j.k.||2nd ed.||macmillion press||2003",Operation Research Theory & Application,"Sharma,J.K.",2nd ed.,Macmillion press,2003,658.4034 SHA,6
4742,"operation research: an introduction||taha,hamdy a.||8th||phi||2007",Operation Research: An Introduction,"Taha,Hamdy A.",8th,PHI,2007,658.4034 TAH,4
4743,"operation research; theory & application||sharma,j.k.||2nd ed.||macmillan india ltd||2003",Operation Research; Theory & Application,"Sharma,J.K.",2nd ed.,Macmillan India ltd,2003,658.4034 SHA,8
4744,"operation research||gupta, p.k. & hira, d.s.||1st ed.||s.chand and co. ltd.||2000",Operation Research,"GUPTA, P.K. & HIRA, D.S.",1st ed.,S.CHAND AND CO. LTD.,2000,658.4034 GUP,1
4745,"operation research||gupta, p.k. & hira, d.s.||||s.chand and co. ltd.||2000",Operation Research,"GUPTA, P.K. & HIRA, D.S.",,S.CHAND AND CO. LTD.,2000,658.4034 GUP,4
4746,"operation research||nair, n. g.||1st ed.||dhanpat rai & sons||1994",Operation research,"NAIR, N. G.",1st ed.,DHANPAT RAI & SONS,1994,658.4034 NAI,1
4747,"operational amplifiers and linear ics||bell, david a||1st ed.||oxford university press||2011",Operational Amplifiers and linear ICs,"Bell, David A",1st ed.,Oxford University Press,2011,621.395 BEL,3
4748,"operational amplifiers and linear integrated ccts.||coughlin, r.f. & driscoll, f.f.||6th ed.||pearson||2001",Operational Amplifiers and Linear Integrated Ccts.,"Coughlin, R.F. & Driscoll, F.F.",6th ed.,Pearson,2001,621.395 COU,7
4749,"operations & modelling of mos transister||tsividis,y.||2nd ed.||oxford university press||1999",Operations & Modelling of MOS Transister,"Tsividis,Y.",2nd ed.,Oxford university press,1999,621.3815 TSI,1
4750,"operations management for competitive advantage||chase, aquilano and jacobs||9th||tata mc graw hill||2002",Operations Management for Competitive Advantage,"CHASE, AQUILANO AND JACOBS",9th,TATA MC GRAW HILL,2002,658.5 CHA R,5
4751,"operations management- strategy & analysis||krajewski,l.j.||6th ed.||pearson||2002",Operations Management- Strategy & Analysis,"Krajewski,L.J.",6th ed.,Pearson,2002,658 KRA,5
4752,"operations management||schroeder (roger g.)||1st||mcgraw-hill,inc||2000",Operations Management,SCHROEDER (ROGER G.),1st,"MCGRAW-HILL,INC",2000,658.5 SCH R,1
4753,"operations research for management||gupta, m.p & sharma, j.k||2nd ed.||mayoor paperback||2001",Operations Research for Management,"Gupta, M.P & Sharma, J.K",2nd ed.,MAYOOR PAPERBACK,2001,658.4034 GUP,9
4754,"operations research principles and practice||ravindran, a etc||1st ed.||john wiley & sons||2000",Operations Research Principles and Practice,"RAVINDRAN, A ETC",1st ed.,JOHN WILEY & SONS,2000,658 RAV,1
4755,"operations research: theory & applications||sharma, j.k.||4th ed.||macmillan||2009",OPerations Research: Theory & Applications,"Sharma, J.K.",4th ed.,Macmillan,2009,658.4034 SHA,1
4756,"operations research:theory & application||sharma, j.k.||4th ed.||macmillan||2009",Operations Research:theory & Application,"Sharma, J.K.",4th ed.,Macmillan,2009,658.4034 SHA,26
4757,"operations research||swarup, k.and others||1st ed.||sultan cahnd||2007",Operations Research,"Swarup, k.and others",1st ed.,Sultan Cahnd,2007,658.4034 SWA,3
4758,optical communication systems||gowar (john)||2nd ed.||prentice hall of india||2002,Optical Communication Systems,GOWAR (JOHN),2nd ed.,PRENTICE HALL OF INDIA,2002,621.3827 GOW 32,2
4759,"optical communication systems||gowar, & john||2nd||phi||2001",Optical Communication Systems,"Gowar, & John",2nd,PHI,2001,621.3827 GOW,26
4760,"optical communication systems||gowar, john||2nd||prantice hall of india||1999",Optical Communication Systems,"GOWAR, JOHN",2nd,PRANTICE HALL OF INDIA,1999,621.3827 GOW,3
4761,"optical communications concept & system||franz, j.h. & jain||1st ed.||narosa pub||2001",Optical Communications Concept & System,"FRANZ, J.H. & JAIN",1st ed.,NAROSA PUB,2001,621.3827 FRA,5
4762,"optical communications||gagliardi, robert m.||2nd ed.||john wiley & sons||1995",Optical communications,"Gagliardi, Robert M.",2nd ed.,John Wiley & Sons,1995,621.3827 GAG,1
4763,"optical communication||rao, m.m.||1st ed.||university press||2000",Optical Communication,"Rao, M.M.",1st ed.,University Press,2000,621.3827 RAO,1
4764,"optical communication||rao, m.m.||1st||university press||2000",Optical Communication,"Rao, M.M.",1st,University Press,2000,621.3827 RAO,1
4765,"optical communication||rao, m.m.||||university press||2000",Optical Communication,"Rao, M.M.",,University Press,2000,621.3827 RAO,1
4766,"optical communication||rao,m m||1st ed.||university press||2000",Optical Communication,"Rao,M M",1st ed.,University press,2000,621.3827 RAO,1
4767,"optical communication||singh,r.k.||1st ed.||kataria s k||2004",Optical communication,"Singh,R.K.",1st ed.,Kataria s k,2004,621.3827 SIN,2
4768,"optical electronics||ghatak, a.k. & thyagararjan, k.||1st rep.||cambridge university||2002",Optical Electronics,"Ghatak, A.K. & Thyagararjan, K.",1st Rep.,CAMBRIDGE UNIVERSITY,2002,621.3692 GHA R,5
4769,"optical electronics||ghatak, ajoy and thyagarajan, k.||reprint||cambridge university press||2011",Optical Electronics,"Ghatak, Ajoy and Thyagarajan, K.",Reprint,Cambridge University Press,2011,621.3692 GHA,1
4770,"optical engineering fundamentals||walkar,b||1st||prentice hall||1998",Optical Engineering Fundamentals,"Walkar,B",1st,Prentice hall,1998,621.3692 WAL,1
4771,optical fiber communication system||kazovsky (leonid) and others.||1st ed.||artech house||2013,Optical Fiber Communication System,Kazovsky (Leonid) and others.,1st ed.,Artech House,2013,621.3927 KAZ;R,1
4772,"optical fiber communication: principles and systems||selvarajan (a), kar (s) & srinivas (t)||2nd rep||tata mc graw hill||2003",Optical Fiber Communication: Principles and systems,"SELVARAJAN (A), KAR (S) & SRINIVAS (T)",2nd rep,TATA MC GRAW HILL,2003,621.38275 SEL R,20
4773,optical fiber communications: electrical engineering series||keiser (gerd)||3rd ed.||tata mc graw hill||2000,Optical Fiber Communications: Electrical Engineering Series,KEISER (GERD),3rd ed.,TATA MC GRAW HILL,2000,621.38275 KEI,15
4774,"optical fiber communications||keiser (gerd)||3rd ed.||mcgraw-hill,inc||2000",Optical Fiber Communications,KEISER (GERD),3rd ed.,"MCGRAW-HILL,INC",2000,621.38275 KEI R,7
4775,"optical fiber communications||senior, j.m||2nd ed.||pearson edu||2008",Optical Fiber Communications,"Senior, J.M",2nd ed.,pearson edu,2008,621.3827 SEN,25
4776,"optical fiber communication||selvarajan, a and others||1st ed.||tata mcgraw hill||2006",Optical Fiber Communication,"Selvarajan, A and others",1st ed.,Tata McGraw Hill,2006,621.38275 SEL,10
4777,optical fiber communication||senior (john m)||2003||prentice hall of india||2003,Optical Fiber Communication,SENIOR (JOHN M),2003,PRENTICE HALL OF INDIA,2003,621.3827 SEN 34,5
4778,"optical fiber communication||senior, john m||2nd ed.||prentice-hall||2001",Optical Fiber Communication,"Senior, John M",2nd ed.,PRENTICE-HALL,2001,621.3827 SEN,33
4779,"optical fibers---communication systems||sarkar, subir kumar||2nd ed.||s.chand and co. ltd.||2001",Optical fibers---communication systems,"SARKAR, SUBIR KUMAR",2nd ed.,S.CHAND AND CO. LTD.,2001,621.3692 SAR,5
4780,"optical networks: a practical perspective||ramaswami, rajiv||3rd ed.||morgan kaufmann||2012",Optical networks: a practical perspective,"Ramaswami, Rajiv",3rd ed.,Morgan Kaufmann,2012,621.38275 RAM,10
4781,"optical physics||lipson a., lipson, s.g., lipson h.||4th ed.||cambridge university press||2011",Optical Physics,"Lipson A., Lipson, S.G., Lipson H.",4th ed.,Cambridge University Press,2011,535.2 LIP,2
4782,"optical systems and  processes||shamir,j.||1st ed.||prentice hall||1999",Optical Systems and  Processes,"Shamir,J.",1st ed.,Prentice hall,1999,621.3827 SHA,1
4783,"optical systems and processes||shamir,  j.||1st ed.||phi||2009",Optical Systems and Processes,"SHAMIR,  J.",1st ed.,PHI,2009,621.3827 SHA,1
4784,"optical systems and processes||shamir,  j.||||phi||2009",Optical Systems and Processes,"SHAMIR,  J.",,PHI,2009,621.3827 SHA,4
4785,"optical systems and processes||shamir,j.||1st ed.||phi||1999",Optical Systems and Processes,"Shamir,J.",1st ed.,PHI,1999,621.3827 SHA,5
4786,optics||ghatak (ajay)||13th rep||tata mc graw hill||2001,Optics,GHATAK (AJAY),13th Rep,TATA MC GRAW HILL,2001,535 GHA 29,10
4787,optics||ghatak (ajay)||2nd||tmh||1999,Optics,GHATAK (AJAY),2nd,TMH,1999,535 GHA 19 weedout,1
4788,optics||ghatak (ajay)||||tmh||1999,Optics,GHATAK (AJAY),,TMH,1999,535 GHA 19 weedout,9
4789,"optics||ghatak, a.||2nd||tata mc graw hill||2002",Optics,"Ghatak, A.",2nd,TATA MC GRAW HILL,2002,535 GHA,46
4790,"optics||ghatak, ajoy||1st ed.||mcgraw hill||2018",Optics,"Ghatak, Ajoy",1st ed.,McGraw Hill,2018,535 GHA,1
4791,"optics||ghatak, ajoy||1st ed.||tmh||2004",Optics,"Ghatak, Ajoy",1st ed.,TMH,2004,535 GHA,23
4792,"optics||ghatak, ajoy||5th ed.||tmh||2013",Optics,"Ghatak, Ajoy",5th ed.,TMH,2013,535 GHA ;R,6
4793,"optics||ghatak,a.||3rd||tmh||2005",Optics,"Ghatak,A.",3rd,TMH,2005,535 GHA,10
4794,optics||ghatak||1st ed.||tata mcgraw hill||2009,Optics,Ghatak,1st ed.,Tata Mcgraw Hill,2009,535 GHA,28
4795,"optimization for engineering design: algorithms and examples||deb, kalyanmoy||1st ed.||phi learning pvt. ltd.||2010",Optimization for engineering design: algorithms and examples,"Deb, Kalyanmoy",1st ed.,PHI Learning Pvt. Ltd.,2010,620.001 DEB,6
4796,"optimization in engineering||biswal, purna chandra||2nd ed.||scitech publications||2010",Optimization in engineering,"Biswal, Purna Chandra",2nd ed.,Scitech Publications,2010,620.0011 BIS,1
4797,"optimization methods in or and system analysis||mital k.v & mohan, c||3rd||new age inter.||2002",Optimization Methods in OR and System Analysis,"Mital K.V & MOHAN, C",3rd,NEW AGE INTER.,2002,620.001 MIT D(R),5
4798,optimization of unit operations||liptak (bela g.)||1st||chilton book company||1987,Optimization of Unit Operations,LIPTAK (BELA G.),1st,CHILTON BOOK COMPANY,1987,660.2842 LIP R,1
4799,"optimization: theory and practice||joshi, mohan c.||1st ed.||narosa publishing house||2004",Optimization: theory and practice,"Joshi, Mohan C.",1st ed.,Narosa Publishing House,2004,620.001 JOS,1
4800,"options,futures and other derivatives||hull (john c.)||5th||pearson edu. asia||2003","Options,Futures and Other Derivatives",HULL (JOHN C.),5th,PEARSON EDU. ASIA,2003,332.645 HUL R,3
4801,optoelectronics : an introduction||wilson (j) and hawkes (j.f.b)||2nd||prentice hall of india||2003,Optoelectronics : An Introduction,WILSON (J) AND HAWKES (J.F.B),2nd,PRENTICE HALL OF INDIA,2003,621.3692 WIL R,2
4802,"optoelectronics: an introduction||wilson, j||2nd ed.||prentice hall||1992",Optoelectronics: An Introduction,"Wilson, J",2nd ed.,Prentice hall,1992,621.3692 WIL,1
4803,oracle 7.3||singh leigh et.al||1st ed.||techmedia||1997,Oracle 7.3,SINGH LEIGH ET.AL,1st ed.,TECHMEDIA,1997,005.362 LEI,1
4804,"oracle pl/sql programming||bulusu, lakshman||1st ed.||cengage learing||2008",Oracle PL/SQL Programming,"Bulusu, Lakshman",1st ed.,Cengage Learing,2008,005.7585 BUL,1
4805,"oracle pl/sql programming||bulusu, lakshman||||cengage learing||2008",Oracle PL/SQL Programming,"Bulusu, Lakshman",,Cengage Learing,2008,005.7585 BUL,2
4806,"ordinary and partial differencial equations||raisinghania, m.d.||1st ed.||s. chand||2016",Ordinary and partial differencial equations,"Raisinghania, M.D.",1st ed.,S. Chand,2016,515.35 RAI,2
4807,"ordinary and partial differential equation||raisinghania, m. d.||12th ed.||s. chand & co.||2010",Ordinary and Partial differential equation,"Raisinghania, M. D.",12th ed.,S. Chand & Co.,2010,515.35 RAI,15
4808,organic chemistry||jain and sharma||15th rev||sohan lal nagir||2000,Organic Chemistry,JAIN AND SHARMA,15th Rev,SOHAN LAL NAGIR,2000,547 JAI 11,5
4809,"organic chemistry||jain, & sharma||1st ed.||shoban lal nagin chand & co||2001",Organic Chemistry,"Jain, & Sharma",1st ed.,SHOBAN LAL NAGIN CHAND & CO,2001,547 JAI 16,3
4810,organic chemistry||morrison & boyd||6th||pearson edu. asia||2002,Organic Chemistry,Morrison & Boyd,6th,PEARSON EDU. ASIA,2002,547 MOR 25,61
4811,"organisational behavior||luthans (fred)||9th ed.||mcgraw-hill,inc||2001",Organisational Behavior,LUTHANS (FRED),9th ed.,"MCGRAW-HILL,INC",2001,658.4 LUT 1,1
4812,"organisational behaviour: text & cases||sekaran, uma.||2nd ed.||tata mcgraw hill||2008",Organisational Behaviour: text & cases,"Sekaran, Uma.",2nd ed.,Tata Mcgraw hill,2008,658.4 SEK,3
4813,"organisational behaviour||prasad , l.m.||3rd ed.||s.chand||2004",Organisational behaviour,"Prasad , L.M.",3rd ed.,S.Chand,2004,658.4,1
4814,"organisational behaviour||prasad, l.m.||4th ed.||sultan chand||2007",Organisational Behaviour,"Prasad, L.M.",4th ed.,Sultan chand,2007,658.4 PRA,2
4815,organisational behaviour||robbins stephen||10th ed.||prentice-hall||2004,Organisational Behaviour,ROBBINS STEPHEN,10th ed.,PRENTICE-HALL,2004,658.4 ROB 3,3
4816,"organisational behaviour||sekaran, uma||2nd ed.||tmh||2004",Organisational behaviour,"Sekaran, Uma",2nd ed.,TMH,2004,302.35 SEK,12
4817,organisational challenges : insights and solutions||dhar (upinder) and etc.||1st ed.||excel books||2001,Organisational Challenges : Insights and Solutions,DHAR (UPINDER) AND ETC.,1st ed.,EXCEL BOOKS,2001,658 DHA R,1
4818,organisations is society||morgan (glenn)||1st ed.||macmillan press ltd.||1990,Organisations is Society,MORGAN (GLENN),1st ed.,MACMILLAN PRESS LTD.,1990,658.01 MOR;R,1
4819,"organization change: theory and practice||burke, w. warner||3rd ed.||sage||2012",Organization change: theory and practice,"Burke, W. Warner",3rd ed.,Sage,2012,658.406 BUR,1
4820,"organizational behavior: integrated readings||buchanan, d. a. and huczynski, a.a.||6th||pearson education||2007",Organizational Behavior: Integrated Readings,"Buchanan, D. A. and Huczynski, A.A.",6th,Pearson Education,2007,302.35 BUC,1
4821,organizational behavior||robbins stephen||10 ed.||phi||2004,ORGANIZATIONAL BEHAVIOR,ROBBINS STEPHEN,10 ed.,PHI,2004,658.4 ROB 2,1
4822,organizational behavior||robbins stephen||10th ed.||phi||2004,ORGANIZATIONAL BEHAVIOR,ROBBINS STEPHEN,10TH ed.,PHI,2004,658.4 ROB 6,1
4823,organizational behavior||robbins stephen||10th ed.||prentice hall of india||2004,ORGANIZATIONAL BEHAVIOR,ROBBINS STEPHEN,10th ed.,PRENTICE HALL OF INDIA,2004,658.4 ROB 10,1
4824,organizational behavior||robbins stephen||10th ed.||prentice-hall||2004,ORGANIZATIONAL BEHAVIOR,ROBBINS STEPHEN,10th ed.,PRENTICE-HALL,2004,658.4 ROB 1,1
4825,organizational behaviour||robbins stephen||10th ed.||phi||2004,ORGANIZATIONAL BEHAVIOUR,ROBBINS STEPHEN,10th ed.,PHI,2004,685.4 ROB 9,1
4826,"orthogonal frequency division multiplexing for wireless communication||ye geoffrey, li||1st ed.||springer science + business media||2006",Orthogonal frequency division multiplexing for wireless communication,"Ye Geoffrey, LI",1st ed.,Springer Science + Business Media,2006,621.384 LI,1
4827,"outcome based education and accreditation||rao, v. v.||1st ed.||notion press||2015",Outcome based education and accreditation,"Rao, V. V.",1st ed.,Notion press,2015,379.158 RAO,1
4828,oxford advanced learner's dictionary||hornby (as)||6th||oxford univ.press||2002,Oxford Advanced Learner's Dictionary,HORNBY (AS),6th,OXFORD UNIV.PRESS,2002,420.03 HOR R,2
4829,"oxford advanced learner's dictionary||hornby, a.s.||7th ed.||oxford univ.press||2009",Oxford Advanced Learner's Dictionary,"HORNBY, A.S.",7th ed.,OXFORD UNIV.PRESS,2009,423 HOR,2
4830,"oxford advanced learner's dictionary||hornby, a.s.||7th ed.||oxford university||2007",Oxford Advanced Learner's Dictionary,"Hornby, A.S.",7th ed.,Oxford University,2007,420.03 HOR,2
4831,"oxford dictionary of business english||hanks, patrick & corbett, jim||1st ed.||oxford univ.press||1998",Oxford dictionary of business english,"Hanks, Patrick & Corbett, Jim",1st ed.,OXFORD UNIV.PRESS,1998,423 NA,1
4832,"oxford dictionary of sociology||scott, john.||3rd ed.||oxford university press||2005",Oxford Dictionary of Sociology,"Scott, John.",3rd ed.,Oxford University Press,2005,303 SCO,1
4833,oxford school atlas||oxford university press||31st||oxford university press||2007,Oxford School Atlas,Oxford University Press,31st,Oxford University Press,2007,912 OXF,1
4834,"padma purana||debroy, b & debroy||3rd||books for all||1996",Padma Purana,"DEBROY, B & DEBROY",3rd,BOOKS FOR ALL,1996,294.5925 DEB,1
4835,"padma purana||debroy, b & debroy||||books for all||1996",Padma Purana,"DEBROY, B & DEBROY",,BOOKS FOR ALL,1996,294.5925 DEB,1
4836,"panchatantra||ryder, arthur w.||1st ed.||jaico||2015",Panchatantra,"Ryder, Arthur W.",1st ed.,Jaico,2015,823 RYD,1
4837,"pandit jawaharlal nehru||syed, m.h.||1st ed.||himalaya||2010",Pandit Jawaharlal Nehru,"Syed, M.H.",1st ed.,Himalaya,2010,823 SYE,1
4838,"paradise lost book||sachdeva, mansi||||new delhi: anmol publication||2009",Paradise lost book,"Sachdeva, Mansi",,New Delhi: Anmol Publication,2009,822.33 SHA,1
4839,"parallel computers : architecture & programming||rajaraman,v.||1st ed.||tmh||2000",Parallel Computers : Architecture & Programming,"Rajaraman,V.",1st ed.,TMH,2000,005.275 RAJ,4
4840,parallel computing : theory and practice||quinn (michael j.)||2nd||tata mc graw hill||2002,Parallel Computing : Theory and Practice,QUINN (MICHAEL J.),2nd,TATA MC GRAW HILL,2002,4.35 QUI R,20
4841,"parallel computing :: theory and practice||quinn,michael j.||2nd||tata mgraw hill||2006",Parallel Computing :: Theory and Practice,"Quinn,Michael J.",2nd,Tata MGraw Hill,2006,004.35 QUI,2
4842,parallel programmin in c with mpi and open mp||quinn (michael j.)||1st ed.||tata mc graw hill||2003,Parallel Programmin in C with MPI and Open MP,QUINN (MICHAEL J.),1st ed.,TATA MC GRAW HILL,2003,005.133 QUI;R,5
4843,parallel programming||wilkinson (b) and allen (m)||2nd rep.||pearson edu. asia||2003,Parallel Programming,WILKINSON (B) AND ALLEN (M),2nd Rep.,PEARSON EDU. ASIA,2003,005.133 WIL R,1
4844,"partial differential equation for engg. & scientis||sharma, j.n & singh||1st||narosa pub||2000",Partial Differential Equation for Engg. & Scientis,"Sharma, J.N & Singh",1st,NAROSA PUB,2000,515.353 SHA,5
4845,"partial differential equations for scientists and engineers||farlow, s.j.||1st ed.||dover publication||2014",Partial differential equations for scientists and engineers,"Farlow, S.J.",1st ed.,Dover publication,2014,515.535 FAR,1
4846,"parts of speech||gopalkrishnan, p.n.||1st||authors press||2005",Parts of Speech,"Gopalkrishnan, P.N.",1st,Authors Press,2005,415 GOP,6
4847,"pass cambridge bec preliminary: teachers books||wood, i. and williams a.||1st||summertown pub||2004",Pass Cambridge BEC Preliminary: Teachers Books,"Wood, I. and Williams A.",1st,Summertown Pub,2004,421 WOO,144
4848,"pass cambridge bec vantage: students books||wood, i. and others||1st||summertown pub||2005",Pass Cambridge BEC Vantage: Students Books,"Wood, I. and others",1st,Summertown Pub,2005,421 WOO,69
4849,"pass cambridge bec vantage: teachers books||wood, i. and williams a.||1st||summertown pub||2003",Pass Cambridge BEC Vantage: Teachers Books,"Wood, I. and Williams A.",1st,Summertown pub,2003,421 WOO,1
4850,pass combridge bec preliminar ; student books||wood (i) & williams (a)||1st ed.||summertown pub.& goyal pub.||2005,Pass Combridge BEC Preliminar ; Student Books,WOOD (I) & WILLIAMS (A),1st ed.,SUMMERTOWN PUB.& GOYAL PUB.,2005,421 WOO,1
4851,pass combridge bec preliminar ; student books||wood (i) & williams (a)||||summertown pub.& goyal pub.||2005,Pass Combridge BEC Preliminar ; Student Books,WOOD (I) & WILLIAMS (A),,SUMMERTOWN PUB.& GOYAL PUB.,2005,421 WOO,210
4852,"pass combridge bec preliminar: teachers books||wood , i and williams, a.||1st||summer town pub.||2004",Pass Combridge BEC Preliminar: Teachers Books,"Wood , I and Williams, A.",1st,Summer town Pub.,2004,421 WOO,5
4853,"pass combridge bec vantage: students books||wood, i. and others||1st||summertown pub||2005",Pass Combridge BEC Vantage: Students Books,"Wood, I. and others",1st,Summertown Pub,2005,421 WOO,297
4854,"pass combridge bec vantage: students books||wood, i. and williams a.||1st||summertown pub||2005",Pass Combridge BEC Vantage: Students Books,"Wood, I. and Williams A.",1st,Summertown Pub,2005,421 WOO,30
4855,"passage to train||forster, e.m.||1st ed.||penguin books||2005",Passage to Train,"Forster, E.M.",1st ed.,Penguin Books,2005,823 FOR,1
4856,"pattern classification||duda, r.o. etc.||2nd ed.||wiley india||2009",Pattern Classification,"Duda, R.O. etc.",2nd ed.,Wiley India,2009,621.399 DUD,5
4857,"pattern recognition and image analysis||gose,e.||1st ed.||prentice hall||1997",Pattern recognition and image analysis,"Gose,E.",1st ed.,Prentice hall,1997,006.7 GOS,2
4858,"pavement design||kumar, r srinivasa||1st ed.||universities press||2015",Pavement design,"Kumar, R Srinivasa",1st ed.,Universities press,2015,625.73 KUM,1
4859,"pc upgraging maintenance&trouble shooting guide||chauhan, s k||2nd  ed.||s.k kataria||2000",PC Upgraging maintenance&trouble shooting guide,"CHAUHAN, S K",2nd  ed.,S.K KATARIA,2000,004.2 CHA,1
4860,"penetration testing||weidman,g.||1st ed.||no starch press||2014",Penetration Testing,"Weidman,G.",1st ed.,No Starch Press,2014,005.432 WEI,1
